method,seed,train_size,val_size,test_size,val_accuracy,val_macro_f1,runtime_sec,device,test_accuracy,test_macro_f1
none,57,1000,1000,2000,0.746,0.743338419646912,94.57689428329468,mps,0.7395,0.7305867319329173
standard,57,1000,1000,2000,0.727,0.7227093102601787,94.37116694450378,mps,0.7195,0.7121686052922328
standard_mixup,57,1000,1000,2000,0.694,0.6813226389144946,94.42314505577087,mps,0.707,0.6911130200668695
standard_cutmix,57,1000,1000,2000,0.699,0.688832784789317,95.2136492729187,mps,0.6925,0.6719128630296434
randaugment,57,1000,1000,2000,0.615,0.6011454702835696,95.86623001098633,mps,0.5815,0.5530562411408861
trivialaugment,57,1000,1000,2000,0.671,0.6635379600305638,102.25539994239807,mps,0.648,0.6335710799030558
