method,val_accuracy_mean,val_accuracy_std,val_accuracy_count,val_macro_f1_mean,val_macro_f1_std,val_macro_f1_count,test_accuracy_mean,test_accuracy_std,test_accuracy_count,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_count,runtime_sec_mean,runtime_sec_std,runtime_sec_count,final_pseudo_mask_rate_mean,final_pseudo_mask_rate_std,final_pseudo_mask_rate_count,final_pseudo_confidence_mean,final_pseudo_confidence_std,final_pseudo_confidence_count,best_pseudo_mask_rate_mean,best_pseudo_mask_rate_std,best_pseudo_mask_rate_count,best_pseudo_confidence_mean,best_pseudo_confidence_std,best_pseudo_confidence_count,best_unsupervised_loss_mean,best_unsupervised_loss_std,best_unsupervised_loss_count,display_name
none,0.373,0.0017320508075688,3,0.3601396499971577,0.0141290598073042,3,0.3551666666666667,0.0115361749871148,3,0.3447416157596947,0.0195894451792101,3,29.450671990712483,0.6758840883677645,3,,,0,,,0,,,0,,,0,,,0,None
standard,0.4556666666666666,0.0215483951451919,3,0.4468472099106447,0.0225920666498786,3,0.4488333333333333,0.0123524626424585,3,0.4339931999905685,0.0142342526285715,3,30.030876000722248,0.1523838008760649,3,,,0,,,0,,,0,,,0,,,0,Standard
standard_mixup,0.4586666666666666,0.0150443787951956,3,0.4534454262493113,0.0113149116533744,3,0.446,0.0067638746292343,3,0.4346913481446248,0.0078944901952172,3,30.364715258280437,0.447946300557807,3,,,0,,,0,,,0,,,0,,,0,Mixup
standard_cutmix,0.4653333333333333,0.0185831464863551,3,0.4493095089027036,0.0193307624286486,3,0.457,0.0113026545554573,3,0.4372215348523034,0.020038743405924,3,30.234176238377888,0.0534292164532391,3,,,0,,,0,,,0,,,0,,,0,CutMix
randaugment,0.4556666666666666,0.0237135685491098,3,0.4490818754103514,0.0259074527629142,3,0.4478333333333333,0.031631998566852,3,0.4357624367843296,0.0273309157205459,3,31.007342020670578,0.0799736595314415,3,,,0,,,0,,,0,,,0,,,0,RandAugment
trivialaugment,0.3899999999999999,0.0200748598998847,3,0.3632139387887578,0.0390935964782943,3,0.3901666666666667,0.0199018424607706,3,0.3598991501405851,0.0390247529798349,3,30.940290053685505,0.7773530126745484,3,,,0,,,0,,,0,,,0,,,0,TrivialAugment
supervised_llm_evolved_best,0.4636666666666666,0.0197315314492649,3,0.4535952942395817,0.0194285032949344,3,0.4483333333333333,0.0180577776410424,3,0.4351011112210121,0.0169566909524274,3,30.978790283203125,0.4218268087065658,3,,,0,,,0,,,0,,,0,,,0,LLM evolved
