method,seed,train_size,val_size,test_size,val_accuracy,val_macro_f1,runtime_sec,device,test_accuracy,test_macro_f1
none,47,1000,1000,2000,0.424,0.4185579187145353,31.80767798423767,mps,0.4065,0.39764707240904473
standard,47,1000,1000,2000,0.43,0.4398748172047201,31.39149785041809,mps,0.41,0.40825700807066506
standard_mixup,47,1000,1000,2000,0.474,0.45814217073760977,31.531550884246826,mps,0.485,0.4629617666554119
standard_cutmix,47,1000,1000,2000,0.466,0.4625247691914294,31.51024103164673,mps,0.4825,0.469652845315191
randaugment,47,1000,1000,2000,0.433,0.40450479591923133,32.36139106750488,mps,0.4435,0.4072408977429361
trivialaugment,47,1000,1000,2000,0.397,0.38267781553762203,31.649296045303345,mps,0.3975,0.38379605908431824
