method,seed,train_size,val_size,test_size,val_accuracy,val_macro_f1,runtime_sec,device,test_accuracy,test_macro_f1
none,31,100,100,200,0.13,0.044588235294117644,0.6105978488922119,mps,0.1,0.03208556149732621
standard,31,100,100,200,0.13,0.05642785642785643,0.17574405670166016,mps,0.135,0.07402564996914492
randaugment,31,100,100,200,0.08,0.022452107279693486,0.179671049118042,mps,0.09,0.03171114599686028
trivialaugment,31,100,100,200,0.1,0.032499999999999994,0.16208910942077637,mps,0.085,0.03710509348807221
