method,stage,policy_id,source,seed,generation,valid,is_final_comparison,train_size,unlabeled_size,val_size,test_size,epochs,val_accuracy,val_macro_f1,test_accuracy,test_macro_f1,runtime_sec,final_pseudo_mask_rate,final_pseudo_confidence,best_pseudo_mask_rate,best_pseudo_confidence,best_unsupervised_loss,device
fixmatch_ranked_llm_evolution,fixmatch,seed_01_randaugment,baseline_seed:randaugment,61,0,True,True,1000,10000,1000,2000,15,0.593,0.5933854156696916,0.5695,0.5647467103749273,433.9453489780426,0.0,0.1640408079211528,0.6440304487179487,0.8269931521171179,0.2113682703138926,mps
fixmatch_ranked_llm_evolution,fixmatch,init_supervised_llm_gen02_mut_005,supervised_openai_ranked_policy,61,0,True,True,1000,10000,1000,2000,15,0.1,0.0181818181818181,0.0975,0.0177676537585421,434.9369831085205,0.0,0.1205473733253968,0.0035056089743589,0.2350498590713892,0.0008359828744477,mps
fixmatch_ranked_llm_evolution,fixmatch,seed_00_standard,baseline_seed:standard,61,0,True,True,1000,10000,1000,2000,15,0.457,0.4391075363886313,0.4345,0.4144917179226199,431.87441086769104,0.0,0.1242559597087212,0.1323116987179487,0.5291947588706628,0.0344632614929324,mps
