method,val_accuracy_mean,val_accuracy_std,val_accuracy_count,val_macro_f1_mean,val_macro_f1_std,val_macro_f1_count,test_accuracy_mean,test_accuracy_std,test_accuracy_count,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_count,runtime_sec_mean,runtime_sec_std,runtime_sec_count
augmix,0.6636666666666667,0.010692676621563682,3,0.6531342960501879,0.010068175855469043,3,0.6748333333333333,0.01686218649325562,3,0.6572463776642122,0.018779908742664702,3,70.77430844306946,0.07715677586894117,3
llm_guided_evolution,0.6736666666666666,0.04196824196143231,3,,,0,0.6868333333333334,0.03515797680944296,3,0.6805644097321587,0.035812490029654864,3,44.00561531384786,4.967192626203398,3
none,0.6723333333333334,0.011590225767142517,3,0.6615732849338339,0.01337174235690346,3,0.6795,0.004358898943540665,3,0.6609877269240859,0.0063995440715939825,3,31.542373975118,1.244238141805282,3
one_shot_llm,0.741,,1,0.7394004623233702,,1,0.7255,,1,0.7127652320962874,,1,33.29757595062256,,1
randaugment,0.695,0.011532562594670753,3,0.6837957464122636,0.01831452411617047,3,0.7090000000000001,0.02528339375954108,3,0.6892803869327677,0.03129401347301211,3,34.9735852877299,0.1923091074192771,3
random_search_full,0.6943333333333334,0.02715388247255499,3,0.6839272099996694,0.03213759903939922,3,0.7166666666666667,0.019553345834749967,3,0.7046270716909548,0.020697323367808853,3,35.184836308161415,1.2474992394512547,3
standard,0.7440000000000001,0.01216552506059645,3,0.735290988455497,0.010586352990351823,3,0.7575,0.02251666049839538,3,0.7420018702080012,0.02506168339127914,3,33.58956742286682,0.2744131449562962,3
trivialaugment,0.717,0.005567764362830002,3,0.7100585632116828,0.004241857932239377,3,0.7301666666666667,0.019534158116830493,3,0.7141749043428006,0.022109217178854324,3,33.76271263758341,0.21785923327350534,3
