method,val_accuracy_mean,val_accuracy_std,val_accuracy_count,val_macro_f1_mean,val_macro_f1_std,val_macro_f1_count,test_accuracy_mean,test_accuracy_std,test_accuracy_count,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_count,runtime_sec_mean,runtime_sec_std,runtime_sec_count,final_pseudo_mask_rate_mean,final_pseudo_mask_rate_std,final_pseudo_mask_rate_count,final_pseudo_confidence_mean,final_pseudo_confidence_std,final_pseudo_confidence_count,best_pseudo_mask_rate_mean,best_pseudo_mask_rate_std,best_pseudo_mask_rate_count,best_pseudo_confidence_mean,best_pseudo_confidence_std,best_pseudo_confidence_count,best_unsupervised_loss_mean,best_unsupervised_loss_std,best_unsupervised_loss_count
fixmatch_llm_repaired_cross_000,0.608,,1,0.6062319793246035,,1,0.589,,1,0.5808843673268446,,1,440.0042099952698,,1,0.0349559294871794,,1,0.2009090166061352,,1,0.6930088141025641,,1,0.8498953122359055,,1,0.1906723991418496,,1
fixmatch_llm_repaired_mut_001,0.627,,1,0.6206248569650835,,1,0.5905,,1,0.5805318204750257,,1,444.922199010849,,1,0.6813902243589743,,1,0.8449750305750431,,1,0.6813902243589743,,1,0.8449750305750431,,1,0.2183609251410533,,1
