method,val_accuracy_mean,val_accuracy_std,val_accuracy_count,val_macro_f1_mean,val_macro_f1_std,val_macro_f1_count,test_accuracy_mean,test_accuracy_std,test_accuracy_count,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_count,runtime_sec_mean,runtime_sec_std,runtime_sec_count,final_pseudo_mask_rate_mean,final_pseudo_mask_rate_std,final_pseudo_mask_rate_count,final_pseudo_confidence_mean,final_pseudo_confidence_std,final_pseudo_confidence_count,best_pseudo_mask_rate_mean,best_pseudo_mask_rate_std,best_pseudo_mask_rate_count,best_pseudo_confidence_mean,best_pseudo_confidence_std,best_pseudo_confidence_count,best_unsupervised_loss_mean,best_unsupervised_loss_std,best_unsupervised_loss_count
fixmatch_llm_evolved_cifar_best,0.5823333333333333,0.033080709383768205,3,0.5831083629186384,0.03261684173075645,3,0.5726666666666667,0.021939310229205713,3,0.5669516887167615,0.023653865207956426,3,458.4163703918457,13.296018275762814,3,0.6835269764957265,0.0086881926258605,3,0.8461708686290642,0.004729137359588723,3,0.6779346955128205,0.012535847382814418,2,0.8436980411792413,0.00582080452622564,2,0.18158269071808225,0.0020948198133529917,2
fixmatch_llm_repaired_mut_001,0.486,0.1286506898543494,3,0.46887365492016375,0.13823030139065443,3,0.48150000000000004,0.09752435593224906,3,0.4649289028773569,0.1032714042586631,3,457.99742301305133,12.184921350329445,3,0.22713007478632477,0.3934008294568333,3,0.3660478010200537,0.4147722902049854,3,0.387520032051282,0.25450291497801164,3,0.6879668347855917,0.1360513696963682,3,0.12140400590709383,0.08397674548676186,3
fixmatch_randaugment,0.6266666666666666,0.014977761292440677,3,0.6229214972592698,0.01438993859374498,3,0.6185,0.014106735979665837,3,0.6102807807020154,0.017170713428912198,3,481.2479039827983,3.3045712208296125,3,0.6332799145299145,0.0032768378625306635,3,0.8190575086662912,0.0022398389965202275,3,0.633964342948718,0.004320263787297551,2,0.8191289275120466,0.0031627762411355264,2,0.31726386216588504,0.0023163614804852725,2
fixmatch_standard,0.41,0.26846973758693915,3,0.3750847544502176,0.3090912275704845,3,0.4056666666666667,0.2678443266775187,3,0.3696277761434712,0.30491447672538263,3,449.5514787038167,8.995433768217918,3,0.22950053418803418,0.39750658557787333,3,0.3726448191282077,0.41226658271005956,3,0.3381911057692307,0.47005886485728327,2,0.5371498898722422,0.4287133644410378,2,0.0886905020720755,0.1238451786967967,2
fixmatch_trivialaugment,0.5376666666666666,0.15219833551433254,3,0.533204889893955,0.14851458215803193,3,0.5388333333333333,0.1473400262431541,3,0.5327810832683478,0.14502956692198257,3,470.55918288230896,4.904706885528563,3,0.4001068376068376,0.34673978236393527,3,0.5773650165806469,0.38855801830682624,3,0.31750801282051283,0.4178615794271465,2,0.6017660349607468,0.28975348897003295,2,0.25594961882616657,0.3337509816803661,2
