method,val_accuracy_mean,val_accuracy_std,val_accuracy_count,val_macro_f1_mean,val_macro_f1_std,val_macro_f1_count,test_accuracy_mean,test_accuracy_std,test_accuracy_count,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_count,runtime_sec_mean,runtime_sec_std,runtime_sec_count
none,0.15,,1,0.0643648763853367,,1,0.15,,1,0.0647206599175103,,1,0.7225940227508545,,1
randaugment,0.14,,1,0.053410740203193,,1,0.115,,1,0.0469318181818181,,1,0.2068150043487548,,1
ranked_llm_evolution,0.15500000000000003,0.021213203435596434,2,,,0,0.2,0.021213203435596434,2,0.10374265747158955,0.033287280790499425,2,0.27794492244720453,0.014308855069448524,2
standard,0.22,,1,0.171595795508839,,1,0.245,,1,0.1813268465280849,,1,0.2207181453704834,,1
trivialaugment,0.16,,1,0.090452847805789,,1,0.17,,1,0.1071894771894772,,1,0.1957738399505615,,1
