method,policy_id,generation,source,valid,rough_val_accuracy,rough_val_macro_f1,rough_objective_score,rough_distortion_proxy,rough_policy_complexity,full_val_accuracy,full_test_accuracy,full_test_macro_f1,full_objective_score,full_distortion_proxy,full_policy_complexity,runtime_sec
ranked_llm_evolution,seed_00_standard,0,baseline_seed:standard,True,0.1,0.042053899185244874,0.09787205658519114,0.225,0.18333333333333332,,,,,,,0.6404900550842285
ranked_llm_evolution,seed_01_conservative,0,baseline_seed:conservative,True,0.08,0.05510330742528885,0.07984783074252888,0.114375,0.3375,,,,,,,0.09060406684875488
ranked_llm_evolution,openai_init_000,0,openai_initial,True,0.1,0.048573975044563275,0.09455945306001189,0.17364722222222223,0.6825,,,,,,,0.11439800262451172
ranked_llm_evolution,openai_init_001,0,openai_initial,True,0.08,0.02318840579710145,0.06938000724637682,0.24277500000000002,0.8083333333333332,,,,,,,0.1064760684967041
ranked_llm_evolution,gen01_cross_000,1,openai_ranked_crossover,True,0.21,0.1613361906910294,0.22004128573576962,0.13586666666666666,0.3375,0.17,0.215,0.12728031944581242,0.1736588885630499,0.13586666666666666,0.3375,0.26782703399658203
ranked_llm_evolution,gen01_mut_001,1,openai_ranked_mutation,True,0.2,0.10088797146765682,0.20389229714676568,0.13920000000000002,0.34125,0.14,0.185,0.08020499549736677,0.14106513234172388,0.13920000000000002,0.34125,0.28806281089782715
ranked_llm_evolution,gen01_mut_002,1,openai_ranked_mutation,True,0.1,0.033498759305210915,0.0947454759305211,0.15522,0.55,,,,,,,0.09769296646118164
